Field ID,Description,Category,Unnamed: 3
23341,Femur wards bone area (left),"Bone size, mineral and density by DXA",
23342,Femur wards bone area (right),"Bone size, mineral and density by DXA",
26022,Folate,Estimated food nutrients yesterday,
100014,Folate,Estimated nutrients yesterday (obsolete),
100001,Food weight,Estimated nutrients yesterday (obsolete),
3063,Forced expiratory volume in 1-second (FEV1),Spirometry,
10695,Forced expiratory volume in 1-second (FEV1) (pilot),Spirometry,
20256,Forced expiratory volume in 1-second (FEV1) Z-score,Spirometry,
20150,"Forced expiratory volume in 1-second (FEV1), Best measure",Spirometry,
20153,"Forced expiratory volume in 1-second (FEV1), predicted",Spirometry,
20154,"Forced expiratory volume in 1-second (FEV1), predicted percentage",Spirometry,
3062,Forced vital capacity (FVC),Spirometry,
10694,Forced vital capacity (FVC) (pilot),Spirometry,
20257,Forced vital capacity (FVC) Z-score,Spirometry,
20151,"Forced vital capacity (FVC), Best measure",Spirometry,
26151,Fortified wine,Total weight by food group yesterday,
90092,Fraction acceleration <= 1 milli-gravities,Acceleration intensity distribution,
90101,Fraction acceleration <= 10 milli-gravities,Acceleration intensity distribution,
90127,Fraction acceleration <= 100 milli-gravities,Acceleration intensity distribution,
90148,Fraction acceleration <= 1000 milli-gravities,Acceleration intensity distribution,
90102,Fraction acceleration <= 11 milli-gravities,Acceleration intensity distribution,
90149,Fraction acceleration <= 1100 milli-gravities,Acceleration intensity distribution,
90103,Fraction acceleration <= 12 milli-gravities,Acceleration intensity distribution,
90150,Fraction acceleration <= 1200 milli-gravities,Acceleration intensity distribution,
90128,Fraction acceleration <= 125 milli-gravities,Acceleration intensity distribution,
90104,Fraction acceleration <= 13 milli-gravities,Acceleration intensity distribution,
90151,Fraction acceleration <= 1300 milli-gravities,Acceleration intensity distribution,
90105,Fraction acceleration <= 14 milli-gravities,Acceleration intensity distribution,
90152,Fraction acceleration <= 1400 milli-gravities,Acceleration intensity distribution,
90106,Fraction acceleration <= 15 milli-gravities,Acceleration intensity distribution,
90129,Fraction acceleration <= 150 milli-gravities,Acceleration intensity distribution,
90153,Fraction acceleration <= 1500 milli-gravities,Acceleration intensity distribution,
90107,Fraction acceleration <= 16 milli-gravities,Acceleration intensity distribution,
90154,Fraction acceleration <= 1600 milli-gravities,Acceleration intensity distribution,
90108,Fraction acceleration <= 17 milli-gravities,Acceleration intensity distribution,
90155,Fraction acceleration <= 1700 milli-gravities,Acceleration intensity distribution,
90130,Fraction acceleration <= 175 milli-gravities,Acceleration intensity distribution,
90109,Fraction acceleration <= 18 milli-gravities,Acceleration intensity distribution,
90156,Fraction acceleration <= 1800 milli-gravities,Acceleration intensity distribution,
90110,Fraction acceleration <= 19 milli-gravities,Acceleration intensity distribution,
90157,Fraction acceleration <= 1900 milli-gravities,Acceleration intensity distribution,
90093,Fraction acceleration <= 2 milli-gravities,Acceleration intensity distribution,
90111,Fraction acceleration <= 20 milli-gravities,Acceleration intensity distribution,
90131,Fraction acceleration <= 200 milli-gravities,Acceleration intensity distribution,
90158,Fraction acceleration <= 2000 milli-gravities,Acceleration intensity distribution,
90132,Fraction acceleration <= 225 milli-gravities,Acceleration intensity distribution,
90112,Fraction acceleration <= 25 milli-gravities,Acceleration intensity distribution,
90133,Fraction acceleration <= 250 milli-gravities,Acceleration intensity distribution,
90134,Fraction acceleration <= 275 milli-gravities,Acceleration intensity distribution,
90094,Fraction acceleration <= 3 milli-gravities,Acceleration intensity distribution,
90113,Fraction acceleration <= 30 milli-gravities,Acceleration intensity distribution,
90135,Fraction acceleration <= 300 milli-gravities,Acceleration intensity distribution,
90136,Fraction acceleration <= 325 milli-gravities,Acceleration intensity distribution,
90114,Fraction acceleration <= 35 milli-gravities,Acceleration intensity distribution,
90137,Fraction acceleration <= 350 milli-gravities,Acceleration intensity distribution,
90138,Fraction acceleration <= 375 milli-gravities,Acceleration intensity distribution,
90095,Fraction acceleration <= 4 milli-gravities,Acceleration intensity distribution,
90115,Fraction acceleration <= 40 milli-gravities,Acceleration intensity distribution,
90139,Fraction acceleration <= 400 milli-gravities,Acceleration intensity distribution,
90140,Fraction acceleration <= 425 milli-gravities,Acceleration intensity distribution,
90116,Fraction acceleration <= 45 milli-gravities,Acceleration intensity distribution,
90141,Fraction acceleration <= 450 milli-gravities,Acceleration intensity distribution,
90142,Fraction acceleration <= 475 milli-gravities,Acceleration intensity distribution,
90096,Fraction acceleration <= 5 milli-gravities,Acceleration intensity distribution,
90117,Fraction acceleration <= 50 milli-gravities,Acceleration intensity distribution,
90143,Fraction acceleration <= 500 milli-gravities,Acceleration intensity distribution,
90118,Fraction acceleration <= 55 milli-gravities,Acceleration intensity distribution,
90097,Fraction acceleration <= 6 milli-gravities,Acceleration intensity distribution,
90119,Fraction acceleration <= 60 milli-gravities,Acceleration intensity distribution,
90144,Fraction acceleration <= 600 milli-gravities,Acceleration intensity distribution,
90120,Fraction acceleration <= 65 milli-gravities,Acceleration intensity distribution,
90098,Fraction acceleration <= 7 milli-gravities,Acceleration intensity distribution,
90121,Fraction acceleration <= 70 milli-gravities,Acceleration intensity distribution,
90145,Fraction acceleration <= 700 milli-gravities,Acceleration intensity distribution,
90122,Fraction acceleration <= 75 milli-gravities,Acceleration intensity distribution,
90099,Fraction acceleration <= 8 milli-gravities,Acceleration intensity distribution,
90123,Fraction acceleration <= 80 milli-gravities,Acceleration intensity distribution,
90146,Fraction acceleration <= 800 milli-gravities,Acceleration intensity distribution,
90124,Fraction acceleration <= 85 milli-gravities,Acceleration intensity distribution,
90100,Fraction acceleration <= 9 milli-gravities,Acceleration intensity distribution,
90125,Fraction acceleration <= 90 milli-gravities,Acceleration intensity distribution,
90147,Fraction acceleration <= 900 milli-gravities,Acceleration intensity distribution,
90126,Fraction acceleration <= 95 milli-gravities,Acceleration intensity distribution,
23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,NMR metabolomics,
23422,Free Cholesterol in HDL,NMR metabolomics,
23528,Free Cholesterol in IDL,NMR metabolomics,
23421,Free Cholesterol in LDL,NMR metabolomics,
23563,Free Cholesterol in Large HDL,NMR metabolomics,
23535,Free Cholesterol in Large LDL,NMR metabolomics,
23500,Free Cholesterol in Large VLDL,NMR metabolomics,
23570,Free Cholesterol in Medium HDL,NMR metabolomics,
23542,Free Cholesterol in Medium LDL,NMR metabolomics,
23507,Free Cholesterol in Medium VLDL,NMR metabolomics,
23577,Free Cholesterol in Small HDL,NMR metabolomics,
23549,Free Cholesterol in Small LDL,NMR metabolomics,
23514,Free Cholesterol in Small VLDL,NMR metabolomics,
23420,Free Cholesterol in VLDL,NMR metabolomics,
23556,Free Cholesterol in Very Large HDL,NMR metabolomics,
23493,Free Cholesterol in Very Large VLDL,NMR metabolomics,
23521,Free Cholesterol in Very Small VLDL,NMR metabolomics,
23582,Free Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage,NMR metabolomics,
23612,Free Cholesterol to Total Lipids in IDL percentage,NMR metabolomics,
23637,Free Cholesterol to Total Lipids in Large HDL percentage,NMR metabolomics,
23617,Free Cholesterol to Total Lipids in Large LDL percentage,NMR metabolomics,
23592,Free Cholesterol to Total Lipids in Large VLDL percentage,NMR metabolomics,
23642,Free Cholesterol to Total Lipids in Medium HDL percentage,NMR metabolomics,
23622,Free Cholesterol to Total Lipids in Medium LDL percentage,NMR metabolomics,
23597,Free Cholesterol to Total Lipids in Medium VLDL percentage,NMR metabolomics,
23647,Free Cholesterol to Total Lipids in Small HDL percentage,NMR metabolomics,
23627,Free Cholesterol to Total Lipids in Small LDL percentage,NMR metabolomics,
23602,Free Cholesterol to Total Lipids in Small VLDL percentage,NMR metabolomics,
23632,Free Cholesterol to Total Lipids in Very Large HDL percentage,NMR metabolomics,
23587,Free Cholesterol to Total Lipids in Very Large VLDL percentage,NMR metabolomics,
23607,Free Cholesterol to Total Lipids in Very Small VLDL percentage,NMR metabolomics,
26012,Free sugar,Estimated food nutrients yesterday,
90023,Friday average acceleration,Acceleration averages,
26119,Fried/roast potatoes,Total weight by food group yesterday,
26044,Fructose,Estimated food nutrients yesterday,
26095,Fruit juice,Total weight by food group yesterday,
26096,Full fat yogurt,Total weight by food group yesterday,
30730,Gamma glutamyltransferase,Blood biochemistry,
22009,Genetic principal components,Genotyping process and sample QC,
22013,Genetic relatedness IBS0,Interim genotype release,
22012,Genetic relatedness factor,Interim genotype release,
23470,Glucose,NMR metabolomics,
26045,Glucose,Estimated food nutrients yesterday,
30740,Glucose,Blood biochemistry,
20280,Glucose-lactate,NMR metabolomics,
23461,Glutamine,NMR metabolomics,
30750,Glycated haemoglobin (HbA1c),Blood biochemistry,
23462,Glycine,NMR metabolomics,
23480,Glycoprotein Acetyls,NMR metabolomics,
26097,Grain dishes - added fat,Total weight by food group yesterday,
26098,Green leafy/cabbages,Total weight by food group yesterday,
24500,"Greenspace percentage, buffer 1000m",Greenspace and coastal proximity,
24503,"Greenspace percentage, buffer 300m",Greenspace and coastal proximity,
26990,Grey-white contrast in bankssts (left hemisphere),Freesurfer desikan gw,
27025,Grey-white contrast in bankssts (right hemisphere),Freesurfer desikan gw,
26991,Grey-white contrast in caudalanteriorcingulate (left hemisphere),Freesurfer desikan gw,
27026,Grey-white contrast in caudalanteriorcingulate (right hemisphere),Freesurfer desikan gw,
26992,Grey-white contrast in caudalmiddlefrontal (left hemisphere),Freesurfer desikan gw,
27027,Grey-white contrast in caudalmiddlefrontal (right hemisphere),Freesurfer desikan gw,
26993,Grey-white contrast in cuneus (left hemisphere),Freesurfer desikan gw,
27028,Grey-white contrast in cuneus (right hemisphere),Freesurfer desikan gw,
26994,Grey-white contrast in entorhinal (left hemisphere),Freesurfer desikan gw,
27029,Grey-white contrast in entorhinal (right hemisphere),Freesurfer desikan gw,
27020,Grey-white contrast in frontalpole (left hemisphere),Freesurfer desikan gw,
27055,Grey-white contrast in frontalpole (right hemisphere),Freesurfer desikan gw,
26995,Grey-white contrast in fusiform (left hemisphere),Freesurfer desikan gw,
27030,Grey-white contrast in fusiform (right hemisphere),Freesurfer desikan gw,
26996,Grey-white contrast in inferiorparietal (left hemisphere),Freesurfer desikan gw,
27031,Grey-white contrast in inferiorparietal (right hemisphere),Freesurfer desikan gw,
26997,Grey-white contrast in inferiortemporal (left hemisphere),Freesurfer desikan gw,
27032,Grey-white contrast in inferiortemporal (right hemisphere),Freesurfer desikan gw,
27023,Grey-white contrast in insula (left hemisphere),Freesurfer desikan gw,
27058,Grey-white contrast in insula (right hemisphere),Freesurfer desikan gw,
26998,Grey-white contrast in isthmuscingulate (left hemisphere),Freesurfer desikan gw,
27033,Grey-white contrast in isthmuscingulate (right hemisphere),Freesurfer desikan gw,
26999,Grey-white contrast in lateraloccipital (left hemisphere),Freesurfer desikan gw,
27034,Grey-white contrast in lateraloccipital (right hemisphere),Freesurfer desikan gw,
27000,Grey-white contrast in lateralorbitofrontal (left hemisphere),Freesurfer desikan gw,
27035,Grey-white contrast in lateralorbitofrontal (right hemisphere),Freesurfer desikan gw,
27001,Grey-white contrast in lingual (left hemisphere),Freesurfer desikan gw,
27036,Grey-white contrast in lingual (right hemisphere),Freesurfer desikan gw,
27002,Grey-white contrast in medialorbitofrontal (left hemisphere),Freesurfer desikan gw,
27037,Grey-white contrast in medialorbitofrontal (right hemisphere),Freesurfer desikan gw,
27003,Grey-white contrast in middletemporal (left hemisphere),Freesurfer desikan gw,
27038,Grey-white contrast in middletemporal (right hemisphere),Freesurfer desikan gw,
27005,Grey-white contrast in paracentral (left hemisphere),Freesurfer desikan gw,
27040,Grey-white contrast in paracentral (right hemisphere),Freesurfer desikan gw,
27004,Grey-white contrast in parahippocampal (left hemisphere),Freesurfer desikan gw,
27039,Grey-white contrast in parahippocampal (right hemisphere),Freesurfer desikan gw,
27006,Grey-white contrast in parsopercularis (left hemisphere),Freesurfer desikan gw,
27041,Grey-white contrast in parsopercularis (right hemisphere),Freesurfer desikan gw,
27007,Grey-white contrast in parsorbitalis (left hemisphere),Freesurfer desikan gw,
27042,Grey-white contrast in parsorbitalis (right hemisphere),Freesurfer desikan gw,
27008,Grey-white contrast in parstriangularis (left hemisphere),Freesurfer desikan gw,
27043,Grey-white contrast in parstriangularis (right hemisphere),Freesurfer desikan gw,
27009,Grey-white contrast in pericalcarine (left hemisphere),Freesurfer desikan gw,
27044,Grey-white contrast in pericalcarine (right hemisphere),Freesurfer desikan gw,
27010,Grey-white contrast in postcentral (left hemisphere),Freesurfer desikan gw,
27045,Grey-white contrast in postcentral (right hemisphere),Freesurfer desikan gw,
27011,Grey-white contrast in posteriorcingulate (left hemisphere),Freesurfer desikan gw,
27046,Grey-white contrast in posteriorcingulate (right hemisphere),Freesurfer desikan gw,
27012,Grey-white contrast in precentral (left hemisphere),Freesurfer desikan gw,
27047,Grey-white contrast in precentral (right hemisphere),Freesurfer desikan gw,
27013,Grey-white contrast in precuneus (left hemisphere),Freesurfer desikan gw,
27048,Grey-white contrast in precuneus (right hemisphere),Freesurfer desikan gw,
27014,Grey-white contrast in rostralanteriorcingulate (left hemisphere),Freesurfer desikan gw,
27049,Grey-white contrast in rostralanteriorcingulate (right hemisphere),Freesurfer desikan gw,
27015,Grey-white contrast in rostralmiddlefrontal (left hemisphere),Freesurfer desikan gw,
27050,Grey-white contrast in rostralmiddlefrontal (right hemisphere),Freesurfer desikan gw,
27016,Grey-white contrast in superiorfrontal (left hemisphere),Freesurfer desikan gw,
27051,Grey-white contrast in superiorfrontal (right hemisphere),Freesurfer desikan gw,
27017,Grey-white contrast in superiorparietal (left hemisphere),Freesurfer desikan gw,
27052,Grey-white contrast in superiorparietal (right hemisphere),Freesurfer desikan gw,
27018,Grey-white contrast in superiortemporal (left hemisphere),Freesurfer desikan gw,
27053,Grey-white contrast in superiortemporal (right hemisphere),Freesurfer desikan gw,
27019,Grey-white contrast in supramarginal (left hemisphere),Freesurfer desikan gw,
27054,Grey-white contrast in supramarginal (right hemisphere),Freesurfer desikan gw,
27021,Grey-white contrast in temporalpole (left hemisphere),Freesurfer desikan gw,
27056,Grey-white contrast in temporalpole (right hemisphere),Freesurfer desikan gw,
27022,Grey-white contrast in transversetemporal (left hemisphere),Freesurfer desikan gw,
27057,Grey-white contrast in transversetemporal (right hemisphere),Freesurfer desikan gw,
26989,Grey-white contrast in unknown (left hemisphere),Freesurfer desikan gw,
27024,Grey-white contrast in unknown (right hemisphere),Freesurfer desikan gw,
23264,Gynoid tissue fat percentage,Body composition by DXA,
23265,Gynoid total mass,Body composition by DXA,
23406,HDL Cholesterol,NMR metabolomics,
30760,HDL cholesterol,Blood biochemistry,
26046,Haem iron,Estimated food nutrients yesterday,
30030,Haematocrit percentage,Blood count,
30020,Haemoglobin concentration,Blood count,
23306,Head BMC (bone mineral content),"Bone size, mineral and density by DXA",
23226,Head BMD (bone mineral density),"Bone size, mineral and density by DXA",
23305,Head bone area,"Bone size, mineral and density by DXA",
26413,Health score (England),Indices of Multiple Deprivation,
26430,Health score (Scotland),Indices of Multiple Deprivation,
26420,Health score (Wales),Indices of Multiple Deprivation,
3085,"Heel Broadband ultrasound attenuation (BUA), manual entry",Bone-densitometry of heel,
3144,"Heel Broadband ultrasound attenuation, direct entry",Bone-densitometry of heel,
3148,Heel bone mineral density (BMD),Bone-densitometry of heel,
4105,Heel bone mineral density (BMD) (left),Bone-densitometry of heel,
4124,Heel bone mineral density (BMD) (right),Bone-densitometry of heel,
78,"Heel bone mineral density (BMD) T-score, automated",Bone-densitometry of heel,
4106,"Heel bone mineral density (BMD) T-score, automated (left)",Bone-densitometry of heel,
4125,"Heel bone mineral density (BMD) T-score, automated (right)",Bone-densitometry of heel,
4138,"Heel bone mineral density (BMD) T-score, manual entry (left)",Bone-densitometry of heel,
4143,"Heel bone mineral density (BMD) T-score, manual entry (right)",Bone-densitometry of heel,
3084,"Heel bone mineral density (BMD), manual entry",Bone-densitometry of heel,
4140,"Heel bone mineral density (BMD), manual entry (left)",Bone-densitometry of heel,
4145,"Heel bone mineral density (BMD), manual entry (right)",Bone-densitometry of heel,
77,"Heel bone ultrasound T-score, manual entry",Bone-densitometry of heel,
4141,"Heel broadband ultrasound attenuation (BUA), manual entry (left)",Bone-densitometry of heel,
4146,"Heel broadband ultrasound attenuation (BUA), manual entry (right)",Bone-densitometry of heel,
4101,Heel broadband ultrasound attenuation (left),Bone-densitometry of heel,
4120,Heel broadband ultrasound attenuation (right),Bone-densitometry of heel,
3147,"Heel quantitative ultrasound index (QUI), direct entry",Bone-densitometry of heel,
4104,"Heel quantitative ultrasound index (QUI), direct entry (left)",Bone-densitometry of heel,
4123,"Heel quantitative ultrasound index (QUI), direct entry (right)",Bone-densitometry of heel,
3083,"Heel quantitative ultrasound index (QUI), manual entry",Bone-densitometry of heel,
4139,"Heel quantitative ultrasound index (QUI), manual entry (left)",Bone-densitometry of heel,
4144,"Heel quantitative ultrasound index (QUI), manual entry (right)",Bone-densitometry of heel,
22003,Heterozygosity,Genotyping process and sample QC,
22004,"Heterozygosity, PCA corrected",Genotyping process and sample QC,
26099,High fat cheese,Total weight by food group yesterday,
30300,High light scatter reticulocyte count,Blood count,
30290,High light scatter reticulocyte percentage,Blood count,
49,Hip circumference,Body size measures,
20300,Hip shape mode score 1,"Bone size, mineral and density by DXA",
20309,Hip shape mode score 10,"Bone size, mineral and density by DXA",
20301,Hip shape mode score 2,"Bone size, mineral and density by DXA",
20302,Hip shape mode score 3,"Bone size, mineral and density by DXA",
20303,Hip shape mode score 4,"Bone size, mineral and density by DXA",
20304,Hip shape mode score 5,"Bone size, mineral and density by DXA",
20305,Hip shape mode score 6,"Bone size, mineral and density by DXA",
20306,Hip shape mode score 7,"Bone size, mineral and density by DXA",
20307,Hip shape mode score 8,"Bone size, mineral and density by DXA",
20308,Hip shape mode score 9,"Bone size, mineral and density by DXA",
23463,Histidine,NMR metabolomics,
26415,Housing score (England),Indices of Multiple Deprivation,
26432,Housing score (Scotland),Indices of Multiple Deprivation,
26423,Housing score (Wales),Indices of Multiple Deprivation,
30770,IGF-1,Blood biochemistry,
28506,INL-ELM thickness of the central subfield (left),Derived OCT measures,
28507,INL-ELM thickness of the central subfield (right),Derived OCT measures,
28508,INL-ELM thickness of the inner subfield (left),Derived OCT measures,
28509,INL-ELM thickness of the inner subfield (right),Derived OCT measures,
28510,INL-ELM thickness of the outer subfield (left),Derived OCT measures,
28511,INL-ELM thickness of the outer subfield (right),Derived OCT measures,
28530,INL-RPE thickness of central subfield (left),Derived OCT measures,
28531,INL-RPE thickness of central subfield (right),Derived OCT measures,
28532,INL-RPE thickness of inner subfield (left),Derived OCT measures,
28533,INL-RPE thickness of inner subfield (right),Derived OCT measures,
28534,INL-RPE thickness of outer subfield (left),Derived OCT measures,
28535,INL-RPE thickness of outer subfield (right),Derived OCT measures,
28522,ISOS-RPE thickness of central subfield (left),Derived OCT measures,
28523,ISOS-RPE thickness of central subfield (right),Derived OCT measures,
28524,ISOS-RPE thickness of inner subfield (left),Derived OCT measures,
28525,ISOS-RPE thickness of inner subfield (right),Derived OCT measures,
28526,ISOS-RPE thickness of outer subfield (left),Derived OCT measures,
28527,ISOS-RPE thickness of outer subfield (right),Derived OCT measures,
30280,Immature reticulocyte fraction,Blood count,
23110,Impedance of arm (left),Body composition by impedance,
23109,Impedance of arm (right),Body composition by impedance,
23108,Impedance of leg (left),Body composition by impedance,
23107,Impedance of leg (right),Body composition by impedance,
23106,Impedance of whole body,Body composition by impedance,
26411,Income score (England),Indices of Multiple Deprivation,
26428,Income score (Scotland),Indices of Multiple Deprivation,
26418,Income score (Wales),Indices of Multiple Deprivation,
26410,Index of Multiple Deprivation (England),Indices of Multiple Deprivation,
26427,Index of Multiple Deprivation (Scotland),Indices of Multiple Deprivation,
26426,Index of Multiple Deprivation (Wales),Indices of Multiple Deprivation,
20007,Interpolated Age of participant when cancer first diagnosed,Medical conditions,
20009,Interpolated Age of participant when non-cancer illness first diagnosed,Medical conditions,
20011,Interpolated Age of participant when operation took place,Operations,
20006,Interpolated Year when cancer first diagnosed,Medical conditions,
20008,Interpolated Year when non-cancer illness first diagnosed,Medical conditions,
20010,Interpolated Year when operation took place,Operations,
5263,"Intra-ocular pressure, Goldmann-correlated (left)",Intraocular pressure,
5255,"Intra-ocular pressure, Goldmann-correlated (right)",Intraocular pressure,
5262,"Intra-ocular pressure, corneal-compensated (left)",Intraocular pressure,
5254,"Intra-ocular pressure, corneal-compensated (right)",Intraocular pressure,
26050,Intrinsic and milk sugars,Estimated food nutrients yesterday,
24012,Inverse distance to the nearest major road,Residential air pollution,
24010,Inverse distance to the nearest road,Residential air pollution,
25735,Inverted contrast-to-noise ratio in T1,T1 structural brain MRI,
25734,Inverted signal-to-noise ratio in T1,T1 structural brain MRI,
25744,Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI,Resting functional brain MRI,
25743,Inverted temporal signal-to-noise ratio in pre-processed rfMRI,Resting functional brain MRI,
25745,Inverted temporal signal-to-noise ratio in pre-processed tfMRI,Task functional brain MRI,
26047,Iodine,Estimated food nutrients yesterday,
26019,Iron,Estimated food nutrients yesterday,
100011,Iron,Estimated nutrients yesterday (obsolete),
24650,Isolated SVE - Percentage,Cardiac monitoring phase 2,#
24733,Isolated SVE - Percentage,Cardiac monitoring phase 1,#
24648,Isolated VE - Percentage,Cardiac monitoring phase 2,#
24739,Isolated VE - Percentage,Cardiac monitoring phase 1,#
23465,Isoleucine,NMR metabolomics,
7393,Keratometry R1 radius (left),Refractometer 2,
7391,Keratometry R1 radius (right),Refractometer 2,
7399,Keratometry R1 spherical value (left),Refractometer 2,
7397,Keratometry R1 spherical value (right),Refractometer 2,
7394,Keratometry R2 radius (left),Refractometer 2,
7392,Keratometry R2 radius (right),Refractometer 2,
7400,Keratometry R2 spherical value (left),Refractometer 2,
7398,Keratometry R2 spherical value (right),Refractometer 2,
7395,Keratometry average radius (left),Refractometer 2,
7396,Keratometry average radius (right),Refractometer 2,
7401,Keratometry average spherical value (left),Refractometer 2,
7402,Keratometry average spherical value (right),Refractometer 2,
7529,Keratometry median R1 radius (left),Refractometer 2,
7507,Keratometry median R1 radius (right),Refractometer 2,
7530,Keratometry median R1 spherical value (left),Refractometer 2,
7508,Keratometry median R1 spherical value (right),Refractometer 2,
7532,Keratometry median R2 radius (left),Refractometer 2,
7510,Keratometry median R2 radius (right),Refractometer 2,
7533,Keratometry median R2 spherical value (left),Refractometer 2,
7511,Keratometry median R2 spherical value (right),Refractometer 2,
7535,Keratometry median average radius (left),Refractometer 2,
7513,Keratometry median average radius (right),Refractometer 2,
7536,Keratometry median average spherical value (left),Refractometer 2,
7514,Keratometry median average spherical value (right),Refractometer 2,
7537,Keratometry median spherical value (left),Refractometer 2,
7515,Keratometry median spherical value (right),Refractometer 2,
7404,Keratometry spherical value (left),Refractometer 2,
7403,Keratometry spherical value (right),Refractometer 2,
21163,Kidney distance,Kidney derived measures,
21161,Kidney parenchyma (left),Kidney derived measures,
21162,Kidney parenchyma (right),Kidney derived measures,
21160,Kidney parenchyma total,Kidney derived measures,
23203,L1-L4 BMC (bone mineral content),"Bone size, mineral and density by DXA",
23204,L1-L4 BMD (bone mineral density),"Bone size, mineral and density by DXA",
23205,L1-L4 BMD (bone mineral density) T-score,"Bone size, mineral and density by DXA",
21005,L1-L4 TBS (trabecular bone score),"Bone size, mineral and density by DXA",
23200,L1-L4 area,"Bone size, mineral and density by DXA",
23201,L1-L4 average height,"Bone size, mineral and density by DXA",
23202,L1-L4 average width,"Bone size, mineral and density by DXA",
24113,LA ejection fraction,Cardiac and aortic function #1,
24110,LA maximum volume,Cardiac and aortic function #1,
24111,LA minimum volume,Cardiac and aortic function #1,
24112,LA stroke volume,Cardiac and aortic function #1,
23405,LDL Cholesterol,NMR metabolomics,
30780,LDL direct,Blood biochemistry,
24104,LV cardiac output,Cardiac and aortic function #1,
24141,LV circumferential strain AHA 1,Cardiac and aortic function #1,
24150,LV circumferential strain AHA 10,Cardiac and aortic function #1,
24151,LV circumferential strain AHA 11,Cardiac and aortic function #1,
24152,LV circumferential strain AHA 12,Cardiac and aortic function #1,
24153,LV circumferential strain AHA 13,Cardiac and aortic function #1,
24154,LV circumferential strain AHA 14,Cardiac and aortic function #1,
24155,LV circumferential strain AHA 15,Cardiac and aortic function #1,
24156,LV circumferential strain AHA 16,Cardiac and aortic function #1,
24142,LV circumferential strain AHA 2,Cardiac and aortic function #1,
24143,LV circumferential strain AHA 3,Cardiac and aortic function #1,
24144,LV circumferential strain AHA 4,Cardiac and aortic function #1,
24145,LV circumferential strain AHA 5,Cardiac and aortic function #1,
24146,LV circumferential strain AHA 6,Cardiac and aortic function #1,
24147,LV circumferential strain AHA 7,Cardiac and aortic function #1,
24148,LV circumferential strain AHA 8,Cardiac and aortic function #1,
24149,LV circumferential strain AHA 9,Cardiac and aortic function #1,
24157,LV circumferential strain global,Cardiac and aortic function #1,
24103,LV ejection fraction,Cardiac and aortic function #1,
24100,LV end diastolic volume,Cardiac and aortic function #1,
24101,LV end systolic volume,Cardiac and aortic function #1,
24175,LV longitudinal strain Segment 1,Cardiac and aortic function #1,
24176,LV longitudinal strain Segment 2,Cardiac and aortic function #1,
24177,LV longitudinal strain Segment 3,Cardiac and aortic function #1,
24178,LV longitudinal strain Segment 4,Cardiac and aortic function #1,
24179,LV longitudinal strain Segment 5,Cardiac and aortic function #1,
24180,LV longitudinal strain Segment 6,Cardiac and aortic function #1,
24181,LV longitudinal strain global,Cardiac and aortic function #1,
24124,LV mean myocardial wall thickness AHA 1,Cardiac and aortic function #1,
24133,LV mean myocardial wall thickness AHA 10,Cardiac and aortic function #1,
24134,LV mean myocardial wall thickness AHA 11,Cardiac and aortic function #1,
24135,LV mean myocardial wall thickness AHA 12,Cardiac and aortic function #1,
24136,LV mean myocardial wall thickness AHA 13,Cardiac and aortic function #1,
24137,LV mean myocardial wall thickness AHA 14,Cardiac and aortic function #1,
24138,LV mean myocardial wall thickness AHA 15,Cardiac and aortic function #1,
24139,LV mean myocardial wall thickness AHA 16,Cardiac and aortic function #1,
24125,LV mean myocardial wall thickness AHA 2,Cardiac and aortic function #1,
24126,LV mean myocardial wall thickness AHA 3,Cardiac and aortic function #1,
24127,LV mean myocardial wall thickness AHA 4,Cardiac and aortic function #1,
24128,LV mean myocardial wall thickness AHA 5,Cardiac and aortic function #1,
24129,LV mean myocardial wall thickness AHA 6,Cardiac and aortic function #1,
24130,LV mean myocardial wall thickness AHA 7,Cardiac and aortic function #1,
24131,LV mean myocardial wall thickness AHA 8,Cardiac and aortic function #1,
24132,LV mean myocardial wall thickness AHA 9,Cardiac and aortic function #1,
24140,LV mean myocardial wall thickness global,Cardiac and aortic function #1,
24105,LV myocardial mass,Cardiac and aortic function #1,
24158,LV radial strain AHA 1,Cardiac and aortic function #1,
24167,LV radial strain AHA 10,Cardiac and aortic function #1,
24168,LV radial strain AHA 11,Cardiac and aortic function #1,
24169,LV radial strain AHA 12,Cardiac and aortic function #1,
24170,LV radial strain AHA 13,Cardiac and aortic function #1,
24171,LV radial strain AHA 14,Cardiac and aortic function #1,
24172,LV radial strain AHA 15,Cardiac and aortic function #1,
24173,LV radial strain AHA 16,Cardiac and aortic function #1,
24159,LV radial strain AHA 2,Cardiac and aortic function #1,
24160,LV radial strain AHA 3,Cardiac and aortic function #1,
24161,LV radial strain AHA 4,Cardiac and aortic function #1,
24162,LV radial strain AHA 5,Cardiac and aortic function #1,
24163,LV radial strain AHA 6,Cardiac and aortic function #1,
24164,LV radial strain AHA 7,Cardiac and aortic function #1,
24165,LV radial strain AHA 8,Cardiac and aortic function #1,
24166,LV radial strain AHA 9,Cardiac and aortic function #1,
24174,LV radial strain global,Cardiac and aortic function #1,
24102,LV stroke volume,Cardiac and aortic function #1,
