Field ID,Description,Category,Unnamed: 3
131955,Source of report of M75 (shoulder lesions),Musculoskeletal system and connective tissue disorders,
131957,"Source of report of M76 (enthesopathies of lower limb, excluding foot)",Musculoskeletal system and connective tissue disorders,
131959,Source of report of M77 (other enthesopathies),Musculoskeletal system and connective tissue disorders,
131961,"Source of report of M79 (other soft tissue disorders, not elsewhere classified)",Musculoskeletal system and connective tissue disorders,
131963,Source of report of M80 (osteoporosis with pathological fracture),Musculoskeletal system and connective tissue disorders,
131965,Source of report of M81 (osteoporosis without pathological fracture),Musculoskeletal system and connective tissue disorders,
131967,Source of report of M82 (osteoporosis in diseases classified elsewhere),Musculoskeletal system and connective tissue disorders,
131969,Source of report of M83 (adult osteomalacia),Musculoskeletal system and connective tissue disorders,
131971,Source of report of M84 (disorders of continuity of bone),Musculoskeletal system and connective tissue disorders,
131973,Source of report of M85 (other disorders of bone density and structure),Musculoskeletal system and connective tissue disorders,
131975,Source of report of M86 (osteomyelitis),Musculoskeletal system and connective tissue disorders,
131977,Source of report of M87 (osteonecrosis),Musculoskeletal system and connective tissue disorders,
131979,Source of report of M88 (paget's disease of bone [osteitis deformans]),Musculoskeletal system and connective tissue disorders,
131981,Source of report of M89 (other disorders of bone),Musculoskeletal system and connective tissue disorders,
131983,Source of report of M90 (osteopathies in diseases classified elsewhere),Musculoskeletal system and connective tissue disorders,
131985,Source of report of M91 (juvenile osteochondrosis of hip and pelvis),Musculoskeletal system and connective tissue disorders,
131987,Source of report of M92 (other juvenile osteochondrosis),Musculoskeletal system and connective tissue disorders,
131989,Source of report of M93 (other osteochondropathies),Musculoskeletal system and connective tissue disorders,
131991,Source of report of M94 (other disorders of cartilage),Musculoskeletal system and connective tissue disorders,
131993,Source of report of M95 (other acquired deformities of musculoskeletal system and connective tissue),Musculoskeletal system and connective tissue disorders,
131995,"Source of report of M96 (postprocedural musculoskeletal disorders, not elsewhere classified)",Musculoskeletal system and connective tissue disorders,
131997,"Source of report of M99 (biomechanical lesions, not elsewhere classified)",Musculoskeletal system and connective tissue disorders,
131999,Source of report of N00 (acute nephritic syndrome),Genitourinary system disorders,
132001,Source of report of N01 (rapidly progressive nephritic syndrome),Genitourinary system disorders,
132003,Source of report of N02 (recurrent and persistent haematuria),Genitourinary system disorders,
132005,Source of report of N03 (chronic nephritic syndrome),Genitourinary system disorders,
132007,Source of report of N04 (nephrotic syndrome),Genitourinary system disorders,
132009,Source of report of N05 (unspecified nephritic syndrome),Genitourinary system disorders,
132011,Source of report of N06 (isolated proteinuria with specified morphological lesion),Genitourinary system disorders,
132013,"Source of report of N07 (hereditary nephropathy, not elsewhere classified)",Genitourinary system disorders,
132015,Source of report of N08 (glomerular disorders in diseases classified elsewhere),Genitourinary system disorders,
132017,Source of report of N10 (acute tubulo-interstitial nephritis),Genitourinary system disorders,
132019,Source of report of N11 (chronic tubulo-interstitial nephritis),Genitourinary system disorders,
132021,"Source of report of N12 (tubulo-interstitial nephritis, not specified as acute or chronic)",Genitourinary system disorders,
132023,Source of report of N13 (obstructive and reflux uropathy),Genitourinary system disorders,
132025,Source of report of N14 (drug- and heavy-metal-induced tubulo-interstitial and tubular conditions),Genitourinary system disorders,
132027,Source of report of N15 (other renal tubulo-interstitial diseases),Genitourinary system disorders,
132029,Source of report of N16 (renal tubulo-interstitial disorders in diseases classified elsewhere),Genitourinary system disorders,
132031,Source of report of N17 (acute renal failure),Genitourinary system disorders,
132033,Source of report of N18 (chronic renal failure),Genitourinary system disorders,
132035,Source of report of N19 (unspecified renal failure),Genitourinary system disorders,
132037,Source of report of N20 (calculus of kidney and ureter),Genitourinary system disorders,
132039,Source of report of N21 (calculus of lower urinary tract),Genitourinary system disorders,
132041,Source of report of N22 (calculus of urinary tract in diseases classified elsewhere),Genitourinary system disorders,
132043,Source of report of N23 (unspecified renal colic),Genitourinary system disorders,
132045,Source of report of N25 (disorders resulting from impaired renal tubular function),Genitourinary system disorders,
132047,Source of report of N26 (unspecified contracted kidney),Genitourinary system disorders,
132049,Source of report of N27 (small kidney of unknown cause),Genitourinary system disorders,
132051,"Source of report of N28 (other disorders of kidney and ureter, not elsewhere classified)",Genitourinary system disorders,
132053,Source of report of N29 (other disorders of kidney and ureter in diseases classified elsewhere),Genitourinary system disorders,
132055,Source of report of N30 (cystitis),Genitourinary system disorders,
132057,"Source of report of N31 (neuromuscular dysfunction of bladder, not elsewhere classified)",Genitourinary system disorders,
132059,Source of report of N32 (other disorders of bladder),Genitourinary system disorders,
132061,Source of report of N33 (bladder disorders in diseases classified elsewhere),Genitourinary system disorders,
132063,Source of report of N34 (urethritis and urethral syndrome),Genitourinary system disorders,
132065,Source of report of N35 (urethral stricture),Genitourinary system disorders,
132067,Source of report of N36 (other disorders of urethra),Genitourinary system disorders,
132069,Source of report of N37 (urethral disorders in diseases classified elsewhere),Genitourinary system disorders,
132071,Source of report of N39 (other disorders of urinary system),Genitourinary system disorders,
132073,Source of report of N40 (hyperplasia of prostate),Genitourinary system disorders,
132075,Source of report of N41 (inflammatory diseases of prostate),Genitourinary system disorders,
132077,Source of report of N42 (other disorders of prostate),Genitourinary system disorders,
132079,Source of report of N43 (hydrocele and spermatocele),Genitourinary system disorders,
132081,Source of report of N44 (torsion of testis),Genitourinary system disorders,
132083,Source of report of N45 (orchitis and epididymitis),Genitourinary system disorders,
132085,Source of report of N46 (male infertility),Genitourinary system disorders,
132087,"Source of report of N47 (redundant prepuce, phimosis and paraphimosis)",Genitourinary system disorders,
132089,Source of report of N48 (other disorders of penis),Genitourinary system disorders,
132091,"Source of report of N49 (inflammatory disorders of male genital organs, not elsewhere classified)",Genitourinary system disorders,
132093,Source of report of N50 (other disorders of male genital organs),Genitourinary system disorders,
132095,Source of report of N51 (disorders of male genital organs in diseases classified elsewhere),Genitourinary system disorders,
132097,Source of report of N60 (benign mammary dysplasia),Genitourinary system disorders,
132099,Source of report of N61 (inflammatory disorders of breast),Genitourinary system disorders,
132101,Source of report of N62 (hypertrophy of breast),Genitourinary system disorders,
132103,Source of report of N63 (unspecified lump in breast),Genitourinary system disorders,
132105,Source of report of N64 (other disorders of breast),Genitourinary system disorders,
132107,Source of report of N70 (salpingitis and oophoritis),Genitourinary system disorders,
132109,"Source of report of N71 (inflammatory disease of uterus, except cervix)",Genitourinary system disorders,
132111,Source of report of N72 (inflammatory disease of cervix uteri),Genitourinary system disorders,
132113,Source of report of N73 (other female pelvic inflammatory diseases),Genitourinary system disorders,
132115,Source of report of N74 (female pelvic inflammatory disorders in diseases classified elsewhere),Genitourinary system disorders,
132117,Source of report of N75 (diseases of bartholin's gland),Genitourinary system disorders,
132119,Source of report of N76 (other inflammation of vagina and vulva),Genitourinary system disorders,
132121,Source of report of N77 (vulvovaginal ulceration and inflammation in diseases classified elsewhere),Genitourinary system disorders,
132123,Source of report of N80 (endometriosis),Genitourinary system disorders,
132125,Source of report of N81 (female genital prolapse),Genitourinary system disorders,
132127,Source of report of N82 (fistulae involving female genital tract),Genitourinary system disorders,
132129,"Source of report of N83 (noninflammatory disorders of ovary, fallopian tube and broad ligament)",Genitourinary system disorders,
132131,Source of report of N84 (polyp of female genital tract),Genitourinary system disorders,
132133,"Source of report of N85 (other noninflammatory disorders of uterus, except cervix)",Genitourinary system disorders,
132135,Source of report of N86 (erosion and ectropion of cervix uteri),Genitourinary system disorders,
132137,Source of report of N87 (dysplasia of cervix uteri),Genitourinary system disorders,
132139,Source of report of N88 (other noninflammatory disorders of cervix uteri),Genitourinary system disorders,
132141,Source of report of N89 (other noninflammatory disorders of vagina),Genitourinary system disorders,
132143,Source of report of N90 (other noninflammatory disorders of vulva and perineum),Genitourinary system disorders,
132145,"Source of report of N91 (absent, scanty and rare menstruation)",Genitourinary system disorders,
132147,"Source of report of N92 (excessive, frequent and irregular menstruation)",Genitourinary system disorders,
132149,Source of report of N93 (other abnormal uterine and vaginal bleeding),Genitourinary system disorders,
132151,Source of report of N94 (pain and other conditions associated with female genital organs and menstrual cycle),Genitourinary system disorders,
132153,Source of report of N95 (menopausal and other perimenopausal disorders),Genitourinary system disorders,
132155,Source of report of N96 (habitual aborter),Genitourinary system disorders,
132157,Source of report of N97 (female infertility),Genitourinary system disorders,
132159,Source of report of N98 (complications associated with artificial fertilisation),Genitourinary system disorders,
132161,"Source of report of N99 (postprocedural disorders of genito-urinary system, not elsewhere classified)",Genitourinary system disorders,
132163,Source of report of O00 (ectopic pregnancy),"Pregnancy, childbirth and the puerperium",
132165,Source of report of O01 (hydatidiform mole),"Pregnancy, childbirth and the puerperium",
132167,Source of report of O02 (other abnormal products of conception),"Pregnancy, childbirth and the puerperium",
132169,Source of report of O03 (spontaneous abortion),"Pregnancy, childbirth and the puerperium",
132171,Source of report of O04 (medical abortion),"Pregnancy, childbirth and the puerperium",
132173,Source of report of O05 (other abortion),"Pregnancy, childbirth and the puerperium",
132175,Source of report of O06 (unspecified abortion),"Pregnancy, childbirth and the puerperium",
132177,Source of report of O07 (failed attempted abortion),"Pregnancy, childbirth and the puerperium",
132179,Source of report of O08 (complications following abortion and ectopic and molar pregnancy),"Pregnancy, childbirth and the puerperium",
132181,"Source of report of O10 (pre-existing hypertension complicating pregnancy, childbirth and the puerperium)","Pregnancy, childbirth and the puerperium",
132183,Source of report of O11 (pre-existing hypertensive disorder with superimposed proteinuria),"Pregnancy, childbirth and the puerperium",
132185,Source of report of O12 (gestational [pregnancy-induced] oedema and proteinuria without hypertension),"Pregnancy, childbirth and the puerperium",
132187,Source of report of O13 (gestational [pregnancy-induced] hypertension without significant proteinuria),"Pregnancy, childbirth and the puerperium",
132189,Source of report of O14 (gestational [pregnancy-induced] hypertension with significant proteinuria),"Pregnancy, childbirth and the puerperium",
132191,Source of report of O15 (eclampsia),"Pregnancy, childbirth and the puerperium",
132193,Source of report of O16 (unspecified maternal hypertension),"Pregnancy, childbirth and the puerperium",
132195,Source of report of O20 (haemorrhage in early pregnancy),"Pregnancy, childbirth and the puerperium",
132197,Source of report of O21 (excessive vomiting in pregnancy),"Pregnancy, childbirth and the puerperium",
132199,Source of report of O22 (venous complications in pregnancy),"Pregnancy, childbirth and the puerperium",
132201,Source of report of O23 (infections of genito-urinary tract in pregnancy),"Pregnancy, childbirth and the puerperium",
132203,Source of report of O24 (diabetes mellitus in pregnancy),"Pregnancy, childbirth and the puerperium",
132205,Source of report of O25 (malnutrition in pregnancy),"Pregnancy, childbirth and the puerperium",
132207,Source of report of O26 (maternal care for other conditions predominantly related to pregnancy),"Pregnancy, childbirth and the puerperium",
132209,Source of report of O28 (abnormal findings on antenatal screening of mother),"Pregnancy, childbirth and the puerperium",
132211,Source of report of O29 (complications of anaesthesia during pregnancy),"Pregnancy, childbirth and the puerperium",
132213,Source of report of O30 (multiple gestation),"Pregnancy, childbirth and the puerperium",
132215,Source of report of O31 (complications specific to multiple gestation),"Pregnancy, childbirth and the puerperium",
132217,Source of report of O32 (maternal care for known or suspected malpresentation of foetus),"Pregnancy, childbirth and the puerperium",
132219,Source of report of O33 (maternal care for known or suspected disproportion),"Pregnancy, childbirth and the puerperium",
132221,Source of report of O34 (maternal care for known or suspected abnormality of pelvic organs),"Pregnancy, childbirth and the puerperium",
132223,Source of report of O35 (maternal care for known or suspected foetal abnormality and damage),"Pregnancy, childbirth and the puerperium",
132225,Source of report of O36 (maternal care for other known or suspected foetal problems),"Pregnancy, childbirth and the puerperium",
132227,Source of report of O40 (polyhydramnios),"Pregnancy, childbirth and the puerperium",
132229,Source of report of O41 (other disorders of amniotic fluid and membranes),"Pregnancy, childbirth and the puerperium",
132231,Source of report of O42 (premature rupture of membranes),"Pregnancy, childbirth and the puerperium",
132233,Source of report of O43 (placental disorders),"Pregnancy, childbirth and the puerperium",
132235,Source of report of O44 (placenta praevia),"Pregnancy, childbirth and the puerperium",
132237,Source of report of O45 (premature separation of placenta [abruptio placentae]),"Pregnancy, childbirth and the puerperium",
132239,"Source of report of O46 (antepartum haemorrhage, not elsewhere classified)","Pregnancy, childbirth and the puerperium",
132241,Source of report of O47 (false labour),"Pregnancy, childbirth and the puerperium",
132243,Source of report of O48 (prolonged pregnancy),"Pregnancy, childbirth and the puerperium",
132245,Source of report of O60 (preterm delivery),"Pregnancy, childbirth and the puerperium",
132247,Source of report of O61 (failed induction of labour),"Pregnancy, childbirth and the puerperium",
132249,Source of report of O62 (abnormalities of forces of labour),"Pregnancy, childbirth and the puerperium",
132251,Source of report of O63 (long labour),"Pregnancy, childbirth and the puerperium",
132253,Source of report of O64 (obstructed labour due to malposition and malpresentation of foetus),"Pregnancy, childbirth and the puerperium",
132255,Source of report of O65 (obstructed labour due to maternal pelvic abnormality),"Pregnancy, childbirth and the puerperium",
132257,Source of report of O66 (other obstructed labour),"Pregnancy, childbirth and the puerperium",
132259,"Source of report of O67 (labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified)","Pregnancy, childbirth and the puerperium",
132261,Source of report of O68 (labour and delivery complicated by foetal stress [distress]),"Pregnancy, childbirth and the puerperium",
132263,Source of report of O69 (labour and delivery complicated by umbilical cord complications),"Pregnancy, childbirth and the puerperium",
132265,Source of report of O70 (perineal laceration during delivery),"Pregnancy, childbirth and the puerperium",
132267,Source of report of O71 (other obstetric trauma),"Pregnancy, childbirth and the puerperium",
132269,Source of report of O72 (postpartum haemorrhage),"Pregnancy, childbirth and the puerperium",
132271,"Source of report of O73 (retained placenta and membranes, without haemorrhage)","Pregnancy, childbirth and the puerperium",
132273,Source of report of O74 (complications of anaesthesia during labour and delivery),"Pregnancy, childbirth and the puerperium",
132275,"Source of report of O75 (other complications of labour and delivery, not elsewhere classified)","Pregnancy, childbirth and the puerperium",
132277,Source of report of O80 (single spontaneous delivery),"Pregnancy, childbirth and the puerperium",
132279,Source of report of O81 (single delivery by forceps and vacuum extractor),"Pregnancy, childbirth and the puerperium",
132281,Source of report of O82 (single delivery by caesarean section),"Pregnancy, childbirth and the puerperium",
132283,Source of report of O83 (other assisted single delivery),"Pregnancy, childbirth and the puerperium",
132285,Source of report of O84 (multiple delivery),"Pregnancy, childbirth and the puerperium",
132287,Source of report of O85 (puerperal sepsis),"Pregnancy, childbirth and the puerperium",
132289,Source of report of O86 (other puerperal infections),"Pregnancy, childbirth and the puerperium",
132291,Source of report of O87 (venous complications in the puerperium),"Pregnancy, childbirth and the puerperium",
132293,Source of report of O88 (obstetric embolism),"Pregnancy, childbirth and the puerperium",
132295,Source of report of O89 (complications of anaesthesia during the puerperium),"Pregnancy, childbirth and the puerperium",
132297,"Source of report of O90 (complications of the puerperium, not elsewhere classified)","Pregnancy, childbirth and the puerperium",
132299,Source of report of O91 (infections of breast associated with childbirth),"Pregnancy, childbirth and the puerperium",
132301,Source of report of O92 (other disorders of breast and lactation associated with childbirth),"Pregnancy, childbirth and the puerperium",
132303,"Source of report of O94 (sequelae of complication of pregnancy, childbirth and the puerperium)","Pregnancy, childbirth and the puerperium",
132305,Source of report of O95 (obstetric death of unspecified cause),"Pregnancy, childbirth and the puerperium",
132307,Source of report of O96 (death from any obstetric cause occurring more than 42 days but less than one year after delivery),"Pregnancy, childbirth and the puerperium",
132309,Source of report of O97 (death from sequelae of direct obstetric causes),"Pregnancy, childbirth and the puerperium",
132311,"Source of report of O98 (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)","Pregnancy, childbirth and the puerperium",
132313,"Source of report of O99 (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)","Pregnancy, childbirth and the puerperium",
132315,Source of report of P00 (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy),Certain conditions originating in the perinatal period,
132317,Source of report of P01 (foetus and newborn affected by maternal complications of pregnancy),Certain conditions originating in the perinatal period,
132319,"Source of report of P02 (foetus and newborn affected by complications of placenta, cord and membranes)",Certain conditions originating in the perinatal period,
132321,Source of report of P03 (foetus and newborn affected by other complications of labour and delivery),Certain conditions originating in the perinatal period,
132323,Source of report of P04 (foetus and newborn affected by noxious influences transmitted via placenta or breast milk),Certain conditions originating in the perinatal period,
132325,Source of report of P05 (slow foetal growth and foetal malnutrition),Certain conditions originating in the perinatal period,
132327,"Source of report of P07 (disorders related to short gestation and low birth weight, not elsewhere classified)",Certain conditions originating in the perinatal period,
132329,Source of report of P08 (disorders related to long gestation and high birth weight),Certain conditions originating in the perinatal period,
132331,Source of report of P10 (intracranial laceration and haemorrhage due to birth injury),Certain conditions originating in the perinatal period,
132333,Source of report of P11 (other birth injuries to central nervous system),Certain conditions originating in the perinatal period,
132335,Source of report of P12 (birth injury to scalp),Certain conditions originating in the perinatal period,
132337,Source of report of P13 (birth injury to skeleton),Certain conditions originating in the perinatal period,
132339,Source of report of P14 (birth injury to peripheral nervous system),Certain conditions originating in the perinatal period,
132341,Source of report of P15 (other birth injuries),Certain conditions originating in the perinatal period,
132343,Source of report of P20 (intra-uterine hypoxia),Certain conditions originating in the perinatal period,
132345,Source of report of P21 (birth asphyxia),Certain conditions originating in the perinatal period,
132347,Source of report of P22 (respiratory distress of newborn),Certain conditions originating in the perinatal period,
132349,Source of report of P23 (congenital pneumonia),Certain conditions originating in the perinatal period,
132351,Source of report of P24 (neonatal aspiration syndromes),Certain conditions originating in the perinatal period,
132353,Source of report of P25 (interstitial emphysema and related conditions originating in the perinatal period),Certain conditions originating in the perinatal period,
132355,Source of report of P26 (pulmonary haemorrhage originating in the perinatal period),Certain conditions originating in the perinatal period,
132357,Source of report of P27 (chronic respiratory disease originating in the perinatal period),Certain conditions originating in the perinatal period,
132359,Source of report of P28 (other respiratory conditions originating in the perinatal period),Certain conditions originating in the perinatal period,
132361,Source of report of P29 (cardiovascular disorders originating in the perinatal period),Certain conditions originating in the perinatal period,
132363,Source of report of P35 (congenital viral diseases),Certain conditions originating in the perinatal period,
132365,Source of report of P36 (bacterial sepsis of newborn),Certain conditions originating in the perinatal period,
132367,Source of report of P37 (other congenital infectious and parasitic diseases),Certain conditions originating in the perinatal period,
132369,Source of report of P38 (omphalitis of newborn with or without mild haemorrhage),Certain conditions originating in the perinatal period,
132371,Source of report of P39 (other infections specific to the perinatal period),Certain conditions originating in the perinatal period,
132373,Source of report of P50 (foetal blood loss),Certain conditions originating in the perinatal period,
132375,Source of report of P51 (umbilical haemorrhage of newborn),Certain conditions originating in the perinatal period,
132377,Source of report of P52 (intracranial nontraumatic haemorrhage of foetus and newborn),Certain conditions originating in the perinatal period,
132379,Source of report of P53 (haemorrhagic disease of foetus and newborn),Certain conditions originating in the perinatal period,
132381,Source of report of P54 (other neonatal haemorrhages),Certain conditions originating in the perinatal period,
132383,Source of report of P55 (haemolytic disease of foetus and newborn),Certain conditions originating in the perinatal period,
132385,Source of report of P56 (hydrops foetalis due to haemolytic disease),Certain conditions originating in the perinatal period,
132387,Source of report of P57 (kernicterus),Certain conditions originating in the perinatal period,
132389,Source of report of P58 (neonatal jaundice due to other excessive haemolysis),Certain conditions originating in the perinatal period,
132391,Source of report of P59 (neonatal jaundice from other and unspecified causes),Certain conditions originating in the perinatal period,
132393,Source of report of P60 (disseminated intravascular coagulation of foetus and newborn),Certain conditions originating in the perinatal period,
132395,Source of report of P61 (other perinatal haematological disorders),Certain conditions originating in the perinatal period,
132397,Source of report of P70 (transitory disorders of carbohydrate metabolism specific to foetus and newborn),Certain conditions originating in the perinatal period,
132399,Source of report of P71 (transitory neonatal disorders of calcium and magnesium metabolism),Certain conditions originating in the perinatal period,
132401,Source of report of P72 (other transitory neonatal endocrine disorders),Certain conditions originating in the perinatal period,
132403,Source of report of P74 (other transitory neonatal electrolyte and metabolic disturbances),Certain conditions originating in the perinatal period,
132405,Source of report of P75 (meconium ileus),Certain conditions originating in the perinatal period,
132407,Source of report of P76 (other intestinal obstruction of newborn),Certain conditions originating in the perinatal period,
132409,Source of report of P77 (necrotising enterocolitis of foetus and newborn),Certain conditions originating in the perinatal period,
132411,Source of report of P78 (other perinatal digestive system disorders),Certain conditions originating in the perinatal period,
132413,Source of report of P80 (hypothermia of newborn),Certain conditions originating in the perinatal period,
132415,Source of report of P81 (other disturbances of temperature regulation of newborn),Certain conditions originating in the perinatal period,
132417,Source of report of P83 (other conditions of integument specific to foetus and newborn),Certain conditions originating in the perinatal period,
132419,Source of report of P90 (convulsions of newborn),Certain conditions originating in the perinatal period,
132421,Source of report of P91 (other disturbances of cerebral status of newborn),Certain conditions originating in the perinatal period,
132423,Source of report of P92 (feeding problems of newborn),Certain conditions originating in the perinatal period,
132425,Source of report of P93 (reactions and intoxications due to drugs administered to foetus and newborn),Certain conditions originating in the perinatal period,
132427,Source of report of P94 (disorders of muscle tone of newborn),Certain conditions originating in the perinatal period,
132429,Source of report of P95 (foetal death of unspecified cause),Certain conditions originating in the perinatal period,
132431,Source of report of P96 (other conditions originating in the perinatal period),Certain conditions originating in the perinatal period,
132433,Source of report of Q00 (anencephaly and similar malformations),Congenital disruptions and chromosomal abnormalities,
132435,Source of report of Q01 (encephalocele),Congenital disruptions and chromosomal abnormalities,
132437,Source of report of Q02 (microcephaly),Congenital disruptions and chromosomal abnormalities,
132439,Source of report of Q03 (congenital hydrocephalus),Congenital disruptions and chromosomal abnormalities,
132441,Source of report of Q04 (other congenital malformations of brain),Congenital disruptions and chromosomal abnormalities,
132443,Source of report of Q05 (spina bifida),Congenital disruptions and chromosomal abnormalities,
132445,Source of report of Q06 (other congenital malformations of spinal cord),Congenital disruptions and chromosomal abnormalities,
132447,Source of report of Q07 (other congenital malformations of nervous system),Congenital disruptions and chromosomal abnormalities,
132449,"Source of report of Q10 (congenital malformations of eyelid, lachrymal apparatus and orbit)",Congenital disruptions and chromosomal abnormalities,
132451,"Source of report of Q11 (anophthalmos, microphthalmos and macrophthalmos)",Congenital disruptions and chromosomal abnormalities,
132453,Source of report of Q12 (congenital lens malformations),Congenital disruptions and chromosomal abnormalities,
132455,Source of report of Q13 (congenital malformations of anterior segment of eye),Congenital disruptions and chromosomal abnormalities,
132457,Source of report of Q14 (congenital malformations of posterior segment of eye),Congenital disruptions and chromosomal abnormalities,
132459,Source of report of Q15 (other congenital malformations of eye),Congenital disruptions and chromosomal abnormalities,
132461,Source of report of Q16 (congenital malformations of ear causing impairment of hearing),Congenital disruptions and chromosomal abnormalities,
132463,Source of report of Q17 (other congenital malformations of ear),Congenital disruptions and chromosomal abnormalities,
132465,Source of report of Q18 (other congenital malformations of face and neck),Congenital disruptions and chromosomal abnormalities,
132467,Source of report of Q20 (congenital malformations of cardiac chambers and connexions),Congenital disruptions and chromosomal abnormalities,
132469,Source of report of Q21 (congenital malformations of cardiac septa),Congenital disruptions and chromosomal abnormalities,
132471,Source of report of Q22 (congenital malformations of pulmonary and tricuspid valves),Congenital disruptions and chromosomal abnormalities,
132473,Source of report of Q23 (congenital malformations of aortic and mitral valves),Congenital disruptions and chromosomal abnormalities,
132475,Source of report of Q24 (other congenital malformations of heart),Congenital disruptions and chromosomal abnormalities,
132477,Source of report of Q25 (congenital malformations of great arteries),Congenital disruptions and chromosomal abnormalities,
132479,Source of report of Q26 (congenital malformations of great veins),Congenital disruptions and chromosomal abnormalities,
132481,Source of report of Q27 (other congenital malformations of peripheral vascular system),Congenital disruptions and chromosomal abnormalities,
132483,Source of report of Q28 (other congenital malformations of circulatory system),Congenital disruptions and chromosomal abnormalities,
132485,Source of report of Q30 (congenital malformations of nose),Congenital disruptions and chromosomal abnormalities,
132487,Source of report of Q31 (congenital malformations of larynx),Congenital disruptions and chromosomal abnormalities,
132489,Source of report of Q32 (congenital malformations of trachea and bronchus),Congenital disruptions and chromosomal abnormalities,
132491,Source of report of Q33 (congenital malformations of lung),Congenital disruptions and chromosomal abnormalities,
132493,Source of report of Q34 (other congenital malformations of respiratory system),Congenital disruptions and chromosomal abnormalities,
132495,Source of report of Q35 (cleft palate),Congenital disruptions and chromosomal abnormalities,
132497,Source of report of Q36 (cleft lip),Congenital disruptions and chromosomal abnormalities,
132499,Source of report of Q37 (cleft palate with cleft lip),Congenital disruptions and chromosomal abnormalities,
132501,"Source of report of Q38 (other congenital malformations of tongue, mouth and pharynx)",Congenital disruptions and chromosomal abnormalities,
132503,Source of report of Q39 (congenital malformations of oesophagus),Congenital disruptions and chromosomal abnormalities,
132505,Source of report of Q40 (other congenital malformations of upper alimentary tract),Congenital disruptions and chromosomal abnormalities,
132507,"Source of report of Q41 (congenital absence, atresia and stenosis of small intestine)",Congenital disruptions and chromosomal abnormalities,
132509,"Source of report of Q42 (congenital absence, atresia and stenosis of large intestine)",Congenital disruptions and chromosomal abnormalities,
132511,Source of report of Q43 (other congenital malformations of intestine),Congenital disruptions and chromosomal abnormalities,
132513,"Source of report of Q44 (congenital malformations of gallbladder, bile ducts and liver)",Congenital disruptions and chromosomal abnormalities,
132515,Source of report of Q45 (other congenital malformations of digestive system),Congenital disruptions and chromosomal abnormalities,
132517,"Source of report of Q50 (congenital malformations of ovaries, fallopian tubes and broad ligaments)",Congenital disruptions and chromosomal abnormalities,
132519,Source of report of Q51 (congenital malformations of uterus and cervix),Congenital disruptions and chromosomal abnormalities,
132521,Source of report of Q52 (other congenital malformations of female genitalia),Congenital disruptions and chromosomal abnormalities,
132523,Source of report of Q53 (undescended testicle),Congenital disruptions and chromosomal abnormalities,
132525,Source of report of Q54 (hypospadias),Congenital disruptions and chromosomal abnormalities,
132527,Source of report of Q55 (other congenital malformations of male genital organs),Congenital disruptions and chromosomal abnormalities,
132529,Source of report of Q56 (indeterminate sex and pseudohermaphroditism),Congenital disruptions and chromosomal abnormalities,
132531,Source of report of Q60 (renal agenesis and other reduction defects of kidney),Congenital disruptions and chromosomal abnormalities,
132533,Source of report of Q61 (cystic kidney disease),Congenital disruptions and chromosomal abnormalities,
132535,Source of report of Q62 (congenital obstructive defects of renal pelvis and congenital malformations of ureter),Congenital disruptions and chromosomal abnormalities,
132537,Source of report of Q63 (other congenital malformations of kidney),Congenital disruptions and chromosomal abnormalities,
132539,Source of report of Q64 (other congenital malformations of urinary system),Congenital disruptions and chromosomal abnormalities,
132541,Source of report of Q65 (congenital deformities of hip),Congenital disruptions and chromosomal abnormalities,
132543,Source of report of Q66 (congenital deformities of feet),Congenital disruptions and chromosomal abnormalities,
132545,"Source of report of Q67 (congenital musculoskeletal deformities of head, face, spine and chest)",Congenital disruptions and chromosomal abnormalities,
132547,Source of report of Q68 (other congenital musculoskeletal deformities),Congenital disruptions and chromosomal abnormalities,
132549,Source of report of Q69 (polydactyly),Congenital disruptions and chromosomal abnormalities,
132551,Source of report of Q70 (syndactyly),Congenital disruptions and chromosomal abnormalities,
132553,Source of report of Q71 (reduction defects of upper limb),Congenital disruptions and chromosomal abnormalities,
132555,Source of report of Q72 (reduction defects of lower limb),Congenital disruptions and chromosomal abnormalities,
132557,Source of report of Q73 (reduction defects of unspecified limb),Congenital disruptions and chromosomal abnormalities,
132559,Source of report of Q74 (other congenital malformations of limb(s)),Congenital disruptions and chromosomal abnormalities,
132561,Source of report of Q75 (other congenital malformations of skull and face bones),Congenital disruptions and chromosomal abnormalities,
132563,Source of report of Q76 (congenital malformations of spine and bony thorax),Congenital disruptions and chromosomal abnormalities,
132565,Source of report of Q77 (osteochondrodysplasia with defects of growth of tubular bones and spine),Congenital disruptions and chromosomal abnormalities,
132567,Source of report of Q78 (other osteochondrodysplasias),Congenital disruptions and chromosomal abnormalities,
132569,"Source of report of Q79 (congenital malformations of musculoskeletal system, not elsewhere classified)",Congenital disruptions and chromosomal abnormalities,
132571,Source of report of Q80 (congenital ichthyosis),Congenital disruptions and chromosomal abnormalities,
132573,Source of report of Q81 (epidermolysis bullosa),Congenital disruptions and chromosomal abnormalities,
132575,Source of report of Q82 (other congenital malformations of skin),Congenital disruptions and chromosomal abnormalities,
